paths                          , labels
data/Dinning\din_1081.jpg      , Dinning
data/Bathroom\bath_723.jpg     , Bathroom
data/Livingroom\living_1220.jpg, Livingroom
data/Livingroom\living_412.jpg , Livingroom
data/Livingroom\living_968.jpg , Livingroom
data/Livingroom\living_169.jpg , Livingroom
data/Bathroom\bath_563.jpg     , Bathroom
data/Dinning\din_1396.jpg      , Dinning
data/Bedroom\bed_258.jpg       , Bedroom
data/Livingroom\living_1215.jpg, Livingroom
data/Dinning\din_1358.jpg      , Dinning
data/Bedroom\bed_975.jpg       , Bedroom
data/Bedroom\bed_175.jpg       , Bedroom
data/Dinning\din_312.jpg       , Dinning
data/Bathroom\bath_1034.jpg    , Bathroom
data/Dinning\din_1248.jpg      , Dinning
data/Bedroom\bed_796.jpg       , Bedroom
data/Dinning\din_80.jpg        , Dinning
data/Kitchen\kitchen_434.jpg   , Kitchen
data/Kitchen\kitchen_1076.jpg  , Kitchen
data/Livingroom\living_1294.jpg, Livingroom
data/Dinning\din_322.jpg       , Dinning
data/Dinning\din_1570.jpg      , Dinning
data/Bathroom\bath_74.jpg      , Bathroom
data/Bedroom\bed_190.jpg       , Bedroom
data/Bathroom\bath_1163.jpg    , Bathroom
data/Bedroom\bed_567.jpg       , Bedroom
data/Dinning\din_887.jpg       , Dinning
data/Bathroom\bath_389.jpg     , Bathroom
data/Dinning\din_343.jpg       , Dinning
data/Bathroom\bath_742.jpg     , Bathroom
data/Bathroom\bath_24.jpg      , Bathroom
data/Dinning\din_472.jpg       , Dinning
data/Dinning\din_682.jpg       , Dinning
data/Dinning\din_461.jpg       , Dinning
data/Bedroom\bed_500.jpg       , Bedroom
data/Bathroom\bath_290.jpg     , Bathroom
data/Kitchen\kitchen_1041.jpg  , Kitchen
data/Bathroom\bath_98.jpg      , Bathroom
data/Livingroom\living_394.jpg , Livingroom
data/Dinning\din_1478.jpg      , Dinning
data/Livingroom\living_1291.jpg, Livingroom
data/Dinning\din_1520.jpg      , Dinning
data/Bedroom\bed_1050.jpg      , Bedroom
data/Livingroom\living_962.jpg , Livingroom
data/Dinning\din_1524.jpg      , Dinning
data/Livingroom\living_705.jpg , Livingroom
data/Kitchen\kitchen_410.jpg   , Kitchen
data/Dinning\din_940.jpg       , Dinning
data/Dinning\din_688.jpg       , Dinning
data/Kitchen\kitchen_769.jpg   , Kitchen
data/Bedroom\bed_1183.jpg      , Bedroom
data/Livingroom\living_1088.jpg, Livingroom
data/Kitchen\kitchen_69.jpg    , Kitchen
data/Kitchen\kitchen_80.jpg    , Kitchen
data/Kitchen\kitchen_544.jpg   , Kitchen
data/Livingroom\living_1341.jpg, Livingroom
data/Livingroom\living_835.jpg , Livingroom
data/Bedroom\bed_1073.jpg      , Bedroom
data/Kitchen\kitchen_378.jpg   , Kitchen
data/Livingroom\living_1188.jpg, Livingroom
data/Livingroom\living_458.jpg , Livingroom
data/Dinning\din_1378.jpg      , Dinning
data/Kitchen\kitchen_1171.jpg  , Kitchen
data/Bedroom\bed_996.jpg       , Bedroom
data/Bathroom\bath_782.jpg     , Bathroom
data/Bedroom\bed_830.jpg       , Bedroom
data/Dinning\din_1457.jpg      , Dinning
data/Kitchen\kitchen_508.jpg   , Kitchen
data/Dinning\din_1566.jpg      , Dinning
data/Bedroom\bed_1186.jpg      , Bedroom
data/Bathroom\bath_837.jpg     , Bathroom
data/Bathroom\bath_84.jpg      , Bathroom
data/Kitchen\kitchen_1133.jpg  , Kitchen
data/Livingroom\living_125.jpg , Livingroom
data/Dinning\din_238.jpg       , Dinning
data/Dinning\din_1431.jpg      , Dinning
data/Livingroom\living_744.jpg , Livingroom
data/Kitchen\kitchen_937.jpg   , Kitchen
data/Livingroom\living_1136.jpg, Livingroom
data/Kitchen\kitchen_184.jpg   , Kitchen
data/Bedroom\bed_655.jpg       , Bedroom
data/Dinning\din_1031.jpg      , Dinning
data/Bedroom\bed_1040.jpg      , Bedroom
data/Kitchen\kitchen_1350.jpg  , Kitchen
data/Livingroom\living_100.jpg , Livingroom
data/Bathroom\bath_581.jpg     , Bathroom
data/Dinning\din_876.jpg       , Dinning
data/Bathroom\bath_1219.jpg    , Bathroom
data/Kitchen\kitchen_596.jpg   , Kitchen
data/Kitchen\kitchen_189.jpg   , Kitchen
data/Dinning\din_1440.jpg      , Dinning
data/Kitchen\kitchen_92.jpg    , Kitchen
data/Bedroom\bed_755.jpg       , Bedroom
data/Livingroom\living_1064.jpg, Livingroom
data/Bedroom\bed_1372.jpg      , Bedroom
data/Dinning\din_378.jpg       , Dinning
data/Kitchen\kitchen_93.jpg    , Kitchen
data/Kitchen\kitchen_854.jpg   , Kitchen
data/Kitchen\kitchen_786.jpg   , Kitchen
data/Kitchen\kitchen_180.jpg   , Kitchen
data/Dinning\din_259.jpg       , Dinning
data/Livingroom\living_924.jpg , Livingroom
data/Livingroom\living_186.jpg , Livingroom
data/Dinning\din_140.jpg       , Dinning
data/Kitchen\kitchen_1112.jpg  , Kitchen
data/Dinning\din_445.jpg       , Dinning
data/Dinning\din_1214.jpg      , Dinning
data/Livingroom\living_214.jpg , Livingroom
data/Bedroom\bed_1174.jpg      , Bedroom
data/Bedroom\bed_412.jpg       , Bedroom
data/Livingroom\living_579.jpg , Livingroom
data/Livingroom\living_727.jpg , Livingroom
data/Dinning\din_471.jpg       , Dinning
data/Livingroom\living_552.jpg , Livingroom
data/Bedroom\bed_55.jpg        , Bedroom
data/Bedroom\bed_362.jpg       , Bedroom
data/Dinning\din_955.jpg       , Dinning
data/Bathroom\bath_7.jpg       , Bathroom
data/Bedroom\bed_815.jpg       , Bedroom
data/Bathroom\bath_573.jpg     , Bathroom
data/Dinning\din_89.jpg        , Dinning
data/Bathroom\bath_285.jpg     , Bathroom
data/Livingroom\living_22.jpg  , Livingroom
data/Bathroom\bath_127.jpg     , Bathroom
data/Livingroom\living_370.jpg , Livingroom
data/Kitchen\kitchen_1145.jpg  , Kitchen
data/Bathroom\bath_648.jpg     , Bathroom
data/Dinning\din_1276.jpg      , Dinning
data/Bathroom\bath_1162.jpg    , Bathroom
data/Bedroom\bed_1252.jpg      , Bedroom
data/Bedroom\bed_155.jpg       , Bedroom
data/Dinning\din_863.jpg       , Dinning
data/Kitchen\kitchen_424.jpg   , Kitchen
data/Dinning\din_986.jpg       , Dinning
data/Kitchen\kitchen_463.jpg   , Kitchen
data/Dinning\din_534.jpg       , Dinning
data/Dinning\din_90.jpg        , Dinning
data/Bedroom\bed_1266.jpg      , Bedroom
data/Bathroom\bath_1144.jpg    , Bathroom
data/Dinning\din_1474.jpg      , Dinning
data/Kitchen\kitchen_1166.jpg  , Kitchen
data/Livingroom\living_938.jpg , Livingroom
data/Livingroom\living_1067.jpg, Livingroom
data/Livingroom\living_77.jpg  , Livingroom
data/Kitchen\kitchen_1230.jpg  , Kitchen
data/Dinning\din_1515.jpg      , Dinning
data/Livingroom\living_1336.jpg, Livingroom
data/Livingroom\living_1394.jpg, Livingroom
data/Livingroom\living_121.jpg , Livingroom
data/Livingroom\living_750.jpg , Livingroom
data/Dinning\din_1386.jpg      , Dinning
data/Bathroom\bath_68.jpg      , Bathroom
data/Bathroom\bath_619.jpg     , Bathroom
data/Livingroom\living_714.jpg , Livingroom
data/Kitchen\kitchen_747.jpg   , Kitchen
data/Bathroom\bath_1192.jpg    , Bathroom
data/Dinning\din_586.jpg       , Dinning
data/Livingroom\living_570.jpg , Livingroom
data/Dinning\din_779.jpg       , Dinning
data/Kitchen\kitchen_331.jpg   , Kitchen
data/Livingroom\living_1241.jpg, Livingroom
data/Dinning\din_1111.jpg      , Dinning
data/Bedroom\bed_600.jpg       , Bedroom
data/Kitchen\kitchen_499.jpg   , Kitchen
data/Kitchen\kitchen_1081.jpg  , Kitchen
data/Dinning\din_964.jpg       , Dinning
data/Livingroom\living_787.jpg , Livingroom
data/Bedroom\bed_730.jpg       , Bedroom
data/Livingroom\living_107.jpg , Livingroom
data/Bedroom\bed_873.jpg       , Bedroom
data/Livingroom\living_76.jpg  , Livingroom
data/Livingroom\living_1120.jpg, Livingroom
data/Livingroom\living_1093.jpg, Livingroom
data/Bedroom\bed_936.jpg       , Bedroom
data/Dinning\din_174.jpg       , Dinning
data/Dinning\din_1101.jpg      , Dinning
data/Bedroom\bed_1093.jpg      , Bedroom
data/Dinning\din_295.jpg       , Dinning
data/Kitchen\kitchen_1103.jpg  , Kitchen
data/Bathroom\bath_791.jpg     , Bathroom
data/Bathroom\bath_745.jpg     , Bathroom
data/Dinning\din_937.jpg       , Dinning
data/Livingroom\living_289.jpg , Livingroom
data/Bathroom\bath_134.jpg     , Bathroom
data/Kitchen\kitchen_242.jpg   , Kitchen
data/Livingroom\living_799.jpg , Livingroom
data/Dinning\din_41.jpg        , Dinning
data/Kitchen\kitchen_504.jpg   , Kitchen
data/Kitchen\kitchen_1294.jpg  , Kitchen
data/Dinning\din_1491.jpg      , Dinning
data/Dinning\din_1303.jpg      , Dinning
data/Bedroom\bed_1312.jpg      , Bedroom
data/Bedroom\bed_584.jpg       , Bedroom
data/Kitchen\kitchen_966.jpg   , Kitchen
data/Dinning\din_617.jpg       , Dinning
data/Kitchen\kitchen_1130.jpg  , Kitchen
data/Bedroom\bed_1139.jpg      , Bedroom
data/Dinning\din_1533.jpg      , Dinning
data/Dinning\din_304.jpg       , Dinning
data/Livingroom\living_961.jpg , Livingroom
data/Livingroom\living_1316.jpg, Livingroom
data/Bedroom\bed_335.jpg       , Bedroom
data/Bathroom\bath_816.jpg     , Bathroom
data/Livingroom\living_632.jpg , Livingroom
data/Dinning\din_849.jpg       , Dinning
data/Kitchen\kitchen_1080.jpg  , Kitchen
data/Kitchen\kitchen_58.jpg    , Kitchen
data/Bedroom\bed_691.jpg       , Bedroom
data/Livingroom\living_181.jpg , Livingroom
data/Dinning\din_1419.jpg      , Dinning
data/Dinning\din_443.jpg       , Dinning
data/Livingroom\living_666.jpg , Livingroom
data/Dinning\din_1222.jpg      , Dinning
data/Bedroom\bed_1169.jpg      , Bedroom
data/Livingroom\living_871.jpg , Livingroom
data/Bedroom\bed_652.jpg       , Bedroom
data/Bathroom\bath_675.jpg     , Bathroom
data/Bathroom\bath_1230.jpg    , Bathroom
data/Livingroom\living_1397.jpg, Livingroom
data/Dinning\din_86.jpg        , Dinning
data/Bedroom\bed_1225.jpg      , Bedroom
data/Bedroom\bed_539.jpg       , Bedroom
data/Bedroom\bed_516.jpg       , Bedroom
data/Dinning\din_1351.jpg      , Dinning
data/Livingroom\living_17.jpg  , Livingroom
data/Bedroom\bed_719.jpg       , Bedroom
data/Bedroom\bed_781.jpg       , Bedroom
data/Bedroom\bed_940.jpg       , Bedroom
data/Livingroom\living_816.jpg , Livingroom
data/Livingroom\living_427.jpg , Livingroom
data/Bathroom\bath_631.jpg     , Bathroom
data/Dinning\din_1556.jpg      , Dinning
data/Bedroom\bed_1292.jpg      , Bedroom
data/Livingroom\living_971.jpg , Livingroom
data/Livingroom\living_1145.jpg, Livingroom
data/Bedroom\bed_485.jpg       , Bedroom
data/Kitchen\kitchen_1009.jpg  , Kitchen
data/Livingroom\living_524.jpg , Livingroom
data/Dinning\din_1325.jpg      , Dinning
data/Bedroom\bed_1393.jpg      , Bedroom
data/Bathroom\bath_734.jpg     , Bathroom
data/Kitchen\kitchen_90.jpg    , Kitchen
data/Bedroom\bed_204.jpg       , Bedroom
data/Dinning\din_1113.jpg      , Dinning
data/Livingroom\living_268.jpg , Livingroom
data/Bedroom\bed_1078.jpg      , Bedroom
data/Dinning\din_276.jpg       , Dinning
data/Bedroom\bed_1031.jpg      , Bedroom
data/Dinning\din_23.jpg        , Dinning
data/Dinning\din_767.jpg       , Dinning
data/Dinning\din_1116.jpg      , Dinning
data/Livingroom\living_1082.jpg, Livingroom
data/Kitchen\kitchen_1037.jpg  , Kitchen
data/Kitchen\kitchen_774.jpg   , Kitchen
data/Dinning\din_636.jpg       , Dinning
data/Kitchen\kitchen_62.jpg    , Kitchen
data/Livingroom\living_761.jpg , Livingroom
data/Kitchen\kitchen_1262.jpg  , Kitchen
data/Dinning\din_1035.jpg      , Dinning
data/Kitchen\kitchen_809.jpg   , Kitchen
data/Bathroom\bath_614.jpg     , Bathroom
data/Dinning\din_358.jpg       , Dinning
data/Kitchen\kitchen_31.jpg    , Kitchen
data/Kitchen\kitchen_1204.jpg  , Kitchen
data/Bedroom\bed_1253.jpg      , Bedroom
data/Bathroom\bath_881.jpg     , Bathroom
data/Bathroom\bath_1170.jpg    , Bathroom
data/Livingroom\living_694.jpg , Livingroom
data/Dinning\din_1142.jpg      , Dinning
data/Kitchen\kitchen_1101.jpg  , Kitchen
data/Livingroom\living_936.jpg , Livingroom
data/Livingroom\living_1134.jpg, Livingroom
data/Dinning\din_398.jpg       , Dinning
data/Bedroom\bed_818.jpg       , Bedroom
data/Bedroom\bed_170.jpg       , Bedroom
data/Dinning\din_1123.jpg      , Dinning
data/Dinning\din_399.jpg       , Dinning
data/Kitchen\kitchen_593.jpg   , Kitchen
data/Kitchen\kitchen_1054.jpg  , Kitchen
data/Bathroom\bath_296.jpg     , Bathroom
data/Livingroom\living_895.jpg , Livingroom
data/Kitchen\kitchen_842.jpg   , Kitchen
data/Bedroom\bed_257.jpg       , Bedroom
data/Dinning\din_840.jpg       , Dinning
data/Bedroom\bed_950.jpg       , Bedroom
data/Livingroom\living_1376.jpg, Livingroom
data/Bathroom\bath_1290.jpg    , Bathroom
data/Livingroom\living_686.jpg , Livingroom
data/Livingroom\living_752.jpg , Livingroom
data/Livingroom\living_7.jpg   , Livingroom
data/Livingroom\living_1240.jpg, Livingroom
data/Kitchen\kitchen_796.jpg   , Kitchen
data/Kitchen\kitchen_420.jpg   , Kitchen
data/Livingroom\living_1041.jpg, Livingroom
data/Dinning\din_1168.jpg      , Dinning
data/Bedroom\bed_956.jpg       , Bedroom
data/Kitchen\kitchen_297.jpg   , Kitchen
data/Dinning\din_875.jpg       , Dinning
data/Kitchen\kitchen_350.jpg   , Kitchen
data/Bedroom\bed_565.jpg       , Bedroom
data/Livingroom\living_1017.jpg, Livingroom
data/Livingroom\living_573.jpg , Livingroom
data/Kitchen\kitchen_722.jpg   , Kitchen
data/Livingroom\living_435.jpg , Livingroom
data/Livingroom\living_63.jpg  , Livingroom
data/Livingroom\living_780.jpg , Livingroom
data/Bedroom\bed_593.jpg       , Bedroom
data/Bathroom\bath_976.jpg     , Bathroom
data/Dinning\din_653.jpg       , Dinning
data/Bathroom\bath_1071.jpg    , Bathroom
data/Bathroom\bath_91.jpg      , Bathroom
data/Kitchen\kitchen_490.jpg   , Kitchen
data/Kitchen\kitchen_198.jpg   , Kitchen
data/Bathroom\bath_303.jpg     , Bathroom
data/Bedroom\bed_473.jpg       , Bedroom
data/Kitchen\kitchen_1052.jpg  , Kitchen
data/Kitchen\kitchen_1304.jpg  , Kitchen
data/Bathroom\bath_643.jpg     , Bathroom
data/Bedroom\bed_58.jpg        , Bedroom
data/Bathroom\bath_346.jpg     , Bathroom
data/Kitchen\kitchen_1035.jpg  , Kitchen
data/Bedroom\bed_831.jpg       , Bedroom
data/Bedroom\bed_868.jpg       , Bedroom
data/Bedroom\bed_331.jpg       , Bedroom
data/Bedroom\bed_1241.jpg      , Bedroom
data/Dinning\din_1011.jpg      , Dinning
data/Dinning\din_362.jpg       , Dinning
data/Kitchen\kitchen_819.jpg   , Kitchen
data/Dinning\din_1182.jpg      , Dinning
data/Livingroom\living_882.jpg , Livingroom
data/Bathroom\bath_529.jpg     , Bathroom
data/Kitchen\kitchen_1341.jpg  , Kitchen
data/Bedroom\bed_743.jpg       , Bedroom
data/Dinning\din_732.jpg       , Dinning
data/Kitchen\kitchen_137.jpg   , Kitchen
data/Livingroom\living_682.jpg , Livingroom
data/Bathroom\bath_770.jpg     , Bathroom
data/Kitchen\kitchen_1118.jpg  , Kitchen
data/Kitchen\kitchen_904.jpg   , Kitchen
data/Bedroom\bed_666.jpg       , Bedroom
data/Livingroom\living_1378.jpg, Livingroom
data/Livingroom\living_411.jpg , Livingroom
data/Livingroom\living_617.jpg , Livingroom
data/Livingroom\living_1340.jpg, Livingroom
data/Bedroom\bed_1203.jpg      , Bedroom
data/Bedroom\bed_911.jpg       , Bedroom
data/Livingroom\living_449.jpg , Livingroom
data/Dinning\din_305.jpg       , Dinning
data/Kitchen\kitchen_1187.jpg  , Kitchen
data/Livingroom\living_1304.jpg, Livingroom
data/Livingroom\living_1276.jpg, Livingroom
data/Livingroom\living_660.jpg , Livingroom
data/Livingroom\living_748.jpg , Livingroom
data/Bedroom\bed_40.jpg        , Bedroom
data/Kitchen\kitchen_250.jpg   , Kitchen
data/Livingroom\living_476.jpg , Livingroom
data/Livingroom\living_706.jpg , Livingroom
data/Livingroom\living_1375.jpg, Livingroom
data/Bathroom\bath_543.jpg     , Bathroom
data/Livingroom\living_1216.jpg, Livingroom
data/Livingroom\living_600.jpg , Livingroom
data/Dinning\din_435.jpg       , Dinning
data/Kitchen\kitchen_1013.jpg  , Kitchen
data/Livingroom\living_565.jpg , Livingroom
data/Bedroom\bed_56.jpg        , Bedroom
data/Bedroom\bed_1045.jpg      , Bedroom
data/Livingroom\living_98.jpg  , Livingroom
data/Dinning\din_1289.jpg      , Dinning
data/Bedroom\bed_1022.jpg      , Bedroom
data/Livingroom\living_1231.jpg, Livingroom
data/Dinning\din_357.jpg       , Dinning
data/Dinning\din_58.jpg        , Dinning
data/Kitchen\kitchen_443.jpg   , Kitchen
data/Livingroom\living_1072.jpg, Livingroom
data/Kitchen\kitchen_568.jpg   , Kitchen
data/Kitchen\kitchen_277.jpg   , Kitchen
data/Kitchen\kitchen_999.jpg   , Kitchen
data/Dinning\din_366.jpg       , Dinning
data/Bedroom\bed_606.jpg       , Bedroom
data/Livingroom\living_285.jpg , Livingroom
data/Bathroom\bath_1214.jpg    , Bathroom
data/Bedroom\bed_967.jpg       , Bedroom
data/Bedroom\bed_638.jpg       , Bedroom
data/Dinning\din_240.jpg       , Dinning
data/Bedroom\bed_360.jpg       , Bedroom
data/Dinning\din_575.jpg       , Dinning
data/Dinning\din_754.jpg       , Dinning
data/Kitchen\kitchen_1182.jpg  , Kitchen
data/Livingroom\living_55.jpg  , Livingroom
data/Bedroom\bed_277.jpg       , Bedroom
data/Livingroom\living_824.jpg , Livingroom
data/Bathroom\bath_1099.jpg    , Bathroom
data/Kitchen\kitchen_721.jpg   , Kitchen
data/Kitchen\kitchen_426.jpg   , Kitchen
data/Livingroom\living_241.jpg , Livingroom
data/Livingroom\living_946.jpg , Livingroom
data/Bedroom\bed_878.jpg       , Bedroom
data/Dinning\din_762.jpg       , Dinning
data/Dinning\din_1413.jpg      , Dinning
data/Kitchen\kitchen_939.jpg   , Kitchen
data/Dinning\din_332.jpg       , Dinning
data/Dinning\din_441.jpg       , Dinning
data/Kitchen\kitchen_360.jpg   , Kitchen
data/Kitchen\kitchen_1302.jpg  , Kitchen
data/Dinning\din_503.jpg       , Dinning
data/Livingroom\living_304.jpg , Livingroom
data/Bedroom\bed_11.jpg        , Bedroom
data/Kitchen\kitchen_1034.jpg  , Kitchen
data/Livingroom\living_657.jpg , Livingroom
data/Bedroom\bed_217.jpg       , Bedroom
data/Kitchen\kitchen_951.jpg   , Kitchen
data/Bedroom\bed_508.jpg       , Bedroom
data/Livingroom\living_914.jpg , Livingroom
data/Bathroom\bath_1138.jpg    , Bathroom
data/Dinning\din_1080.jpg      , Dinning
data/Livingroom\living_308.jpg , Livingroom
data/Bedroom\bed_91.jpg        , Bedroom
data/Bedroom\bed_1140.jpg      , Bedroom
data/Livingroom\living_243.jpg , Livingroom
data/Bedroom\bed_1416.jpg      , Bedroom
data/Dinning\din_582.jpg       , Dinning
data/Bedroom\bed_319.jpg       , Bedroom
data/Kitchen\kitchen_408.jpg   , Kitchen
data/Dinning\din_495.jpg       , Dinning
data/Bedroom\bed_25.jpg        , Bedroom
data/Bedroom\bed_37.jpg        , Bedroom
data/Livingroom\living_463.jpg , Livingroom
data/Livingroom\living_1362.jpg, Livingroom
data/Kitchen\kitchen_782.jpg   , Kitchen
data/Bedroom\bed_1408.jpg      , Bedroom
data/Kitchen\kitchen_725.jpg   , Kitchen
data/Dinning\din_6.jpg         , Dinning
data/Bedroom\bed_720.jpg       , Bedroom
data/Livingroom\living_788.jpg , Livingroom
data/Bedroom\bed_971.jpg       , Bedroom
data/Livingroom\living_42.jpg  , Livingroom
data/Livingroom\living_987.jpg , Livingroom
data/Kitchen\kitchen_905.jpg   , Kitchen
data/Bathroom\bath_703.jpg     , Bathroom
data/Livingroom\living_951.jpg , Livingroom
data/Bedroom\bed_225.jpg       , Bedroom
data/Dinning\din_546.jpg       , Dinning
data/Kitchen\kitchen_923.jpg   , Kitchen
data/Bedroom\bed_1039.jpg      , Bedroom
data/Bedroom\bed_688.jpg       , Bedroom
data/Kitchen\kitchen_912.jpg   , Kitchen
data/Kitchen\kitchen_95.jpg    , Kitchen
data/Kitchen\kitchen_366.jpg   , Kitchen
data/Livingroom\living_1073.jpg, Livingroom
data/Livingroom\living_661.jpg , Livingroom
data/Bedroom\bed_1020.jpg      , Bedroom
data/Bedroom\bed_106.jpg       , Bedroom
data/Bedroom\bed_377.jpg       , Bedroom
data/Bathroom\bath_775.jpg     , Bathroom
data/Bedroom\bed_728.jpg       , Bedroom
data/Livingroom\living_812.jpg , Livingroom
data/Livingroom\living_604.jpg , Livingroom
data/Livingroom\living_1127.jpg, Livingroom
data/Bedroom\bed_603.jpg       , Bedroom
data/Kitchen\kitchen_1028.jpg  , Kitchen
data/Livingroom\living_1239.jpg, Livingroom
data/Livingroom\living_1026.jpg, Livingroom
data/Livingroom\living_979.jpg , Livingroom
data/Kitchen\kitchen_1138.jpg  , Kitchen
data/Dinning\din_459.jpg       , Dinning
data/Livingroom\living_1171.jpg, Livingroom
data/Bathroom\bath_1085.jpg    , Bathroom
data/Livingroom\living_242.jpg , Livingroom
data/Kitchen\kitchen_220.jpg   , Kitchen
data/Bedroom\bed_1269.jpg      , Bedroom
data/Bedroom\bed_199.jpg       , Bedroom
data/Bedroom\bed_111.jpg       , Bedroom
data/Livingroom\living_165.jpg , Livingroom
data/Dinning\din_539.jpg       , Dinning
data/Livingroom\living_872.jpg , Livingroom
data/Bedroom\bed_801.jpg       , Bedroom
data/Bedroom\bed_799.jpg       , Bedroom
data/Dinning\din_272.jpg       , Dinning
data/Kitchen\kitchen_891.jpg   , Kitchen
data/Livingroom\living_179.jpg , Livingroom
data/Livingroom\living_972.jpg , Livingroom
data/Kitchen\kitchen_570.jpg   , Kitchen
data/Kitchen\kitchen_1098.jpg  , Kitchen
data/Livingroom\living_452.jpg , Livingroom
data/Kitchen\kitchen_562.jpg   , Kitchen
data/Livingroom\living_745.jpg , Livingroom
data/Dinning\din_907.jpg       , Dinning
data/Livingroom\living_1358.jpg, Livingroom
data/Livingroom\living_784.jpg , Livingroom
data/Dinning\din_500.jpg       , Dinning
data/Bedroom\bed_52.jpg        , Bedroom
data/Livingroom\living_201.jpg , Livingroom
data/Bedroom\bed_535.jpg       , Bedroom
data/Bedroom\bed_324.jpg       , Bedroom
data/Bedroom\bed_544.jpg       , Bedroom
data/Bedroom\bed_991.jpg       , Bedroom
data/Bedroom\bed_944.jpg       , Bedroom
data/Bedroom\bed_619.jpg       , Bedroom
data/Kitchen\kitchen_444.jpg   , Kitchen
data/Bathroom\bath_1057.jpg    , Bathroom
data/Kitchen\kitchen_919.jpg   , Kitchen
data/Dinning\din_1593.jpg      , Dinning
data/Kitchen\kitchen_660.jpg   , Kitchen
data/Dinning\din_178.jpg       , Dinning
data/Dinning\din_993.jpg       , Dinning
data/Dinning\din_1430.jpg      , Dinning
data/Kitchen\kitchen_421.jpg   , Kitchen
data/Livingroom\living_248.jpg , Livingroom
data/Kitchen\kitchen_1194.jpg  , Kitchen
data/Bedroom\bed_415.jpg       , Bedroom
data/Bathroom\bath_546.jpg     , Bathroom
data/Dinning\din_1338.jpg      , Dinning
data/Dinning\din_609.jpg       , Dinning
data/Kitchen\kitchen_1329.jpg  , Kitchen
data/Kitchen\kitchen_32.jpg    , Kitchen
data/Bedroom\bed_822.jpg       , Bedroom
data/Livingroom\living_1281.jpg, Livingroom
data/Bedroom\bed_580.jpg       , Bedroom
data/Kitchen\kitchen_481.jpg   , Kitchen
data/Bedroom\bed_812.jpg       , Bedroom
data/Kitchen\kitchen_1297.jpg  , Kitchen
data/Bedroom\bed_306.jpg       , Bedroom
data/Dinning\din_734.jpg       , Dinning
data/Bedroom\bed_835.jpg       , Bedroom
data/Livingroom\living_1212.jpg, Livingroom
data/Bathroom\bath_585.jpg     , Bathroom
data/Kitchen\kitchen_1043.jpg  , Kitchen
data/Livingroom\living_1012.jpg, Livingroom
data/Dinning\din_1074.jpg      , Dinning
data/Bedroom\bed_49.jpg        , Bedroom
data/Bedroom\bed_970.jpg       , Bedroom
data/Bedroom\bed_1190.jpg      , Bedroom
data/Bathroom\bath_752.jpg     , Bathroom
data/Bathroom\bath_126.jpg     , Bathroom
data/Bedroom\bed_1192.jpg      , Bedroom
data/Bathroom\bath_47.jpg      , Bathroom
data/Bathroom\bath_1088.jpg    , Bathroom
data/Bedroom\bed_1105.jpg      , Bedroom
data/Livingroom\living_464.jpg , Livingroom
data/Dinning\din_788.jpg       , Dinning
data/Dinning\din_299.jpg       , Dinning
data/Livingroom\living_814.jpg , Livingroom
data/Kitchen\kitchen_354.jpg   , Kitchen
data/Livingroom\living_393.jpg , Livingroom
data/Livingroom\living_571.jpg , Livingroom
data/Kitchen\kitchen_896.jpg   , Kitchen
data/Dinning\din_580.jpg       , Dinning
data/Bathroom\bath_647.jpg     , Bathroom
data/Livingroom\living_174.jpg , Livingroom
data/Bedroom\bed_1414.jpg      , Bedroom
data/Kitchen\kitchen_140.jpg   , Kitchen
data/Bedroom\bed_130.jpg       , Bedroom
data/Dinning\din_254.jpg       , Dinning
data/Dinning\din_417.jpg       , Dinning
data/Kitchen\kitchen_775.jpg   , Kitchen
data/Dinning\din_228.jpg       , Dinning
data/Livingroom\living_1244.jpg, Livingroom
data/Bathroom\bath_1072.jpg    , Bathroom
data/Dinning\din_773.jpg       , Dinning
data/Kitchen\kitchen_571.jpg   , Kitchen
data/Kitchen\kitchen_1007.jpg  , Kitchen
data/Bathroom\bath_419.jpg     , Bathroom
data/Livingroom\living_488.jpg , Livingroom
data/Bathroom\bath_1013.jpg    , Bathroom
data/Bedroom\bed_1052.jpg      , Bedroom
data/Bedroom\bed_304.jpg       , Bedroom
data/Dinning\din_59.jpg        , Dinning
data/Dinning\din_1109.jpg      , Dinning
data/Dinning\din_367.jpg       , Dinning
data/Bedroom\bed_615.jpg       , Bedroom
data/Livingroom\living_1122.jpg, Livingroom
data/Kitchen\kitchen_887.jpg   , Kitchen
data/Dinning\din_1329.jpg      , Dinning
data/Bedroom\bed_148.jpg       , Bedroom
data/Dinning\din_971.jpg       , Dinning
data/Bedroom\bed_1370.jpg      , Bedroom
data/Dinning\din_851.jpg       , Dinning
data/Kitchen\kitchen_1006.jpg  , Kitchen
data/Kitchen\kitchen_1000.jpg  , Kitchen
data/Kitchen\kitchen_81.jpg    , Kitchen
data/Dinning\din_1181.jpg      , Dinning
data/Dinning\din_1352.jpg      , Dinning
data/Kitchen\kitchen_6.jpg     , Kitchen
data/Dinning\din_1582.jpg      , Dinning
data/Bedroom\bed_113.jpg       , Bedroom
data/Bathroom\bath_42.jpg      , Bathroom
data/Bedroom\bed_578.jpg       , Bedroom
data/Bedroom\bed_640.jpg       , Bedroom
data/Dinning\din_566.jpg       , Dinning
data/Dinning\din_835.jpg       , Dinning
data/Bedroom\bed_1328.jpg      , Bedroom
data/Livingroom\living_1417.jpg, Livingroom
